game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
847,Feudal,2,6,90.0,1967,6.04426,5.7242,1341.0,10,Grid Movement,3378,"Abstract Strategy, Medieval, Miniatures",Fred Buestchler,3M,2.2478,Nothing,Abstract Strategy,Medieval,Miniatures,,Grid Movement,,,,
854,Doge,3,4,45.0,2000,6.5164,5.83745,725.0,12,"Area Majority / Influence, Auction/Bidding, Simultaneous Action Selection",1248,"Bluffing, Political",Leo Colovini,Goldsieber Spiele,2.5714,Nothing,Bluffing,Political,,,Area Majority / Influence,Auction/Bidding,Simultaneous Action Selection,,
855,Java,2,4,120.0,2000,7.01861,6.55171,3270.0,12,"Action Points, Area Majority / Influence, Tile Placement",4758,City Building,"Michael Kiesling, Wolfgang Kramer",Ravensburger Spieleverlag GmbH,3.3967,Nothing,City Building,,,,Action Points,Area Majority / Influence,Tile Placement,,
859,Illuminati,2,6,120.0,1982,6.18938,5.89347,2591.0,12,Hand Management,3923,"Card Game, Novel-based, Political, Science Fiction",Steve Jackson (I),Steve Jackson Games,2.4909,Nothing,Card Game,Novel-based,Political,Science Fiction,Hand Management,,,,
864,Mage Knight,2,4,60.0,2000,6.1261,5.72216,930.0,10,unknown,1463,"Collectible Components, Fantasy, Miniatures, Wargame","Kevin Barrett, Jordan Weisman",Kadokawa Shoten,2.3605,Nothing,Collectible Components,Fantasy,Miniatures,Wargame,unknown,,,,
869,Bongo!,2,8,15.0,2000,6.0728,5.65286,507.0,8,"Dice Rolling, Pattern Recognition",688,"Animals, Dice",Bruno Faidutti,2 Pionki,1.413,Nothing,Animals,Dice,,,Dice Rolling,Pattern Recognition,,,
870,Empires of the Ancient World,3,5,180.0,2000,6.62251,5.78979,528.0,12,"Area Majority / Influence, Campaign / Battle Card Driven, Rock-Paper-Scissors, Trading",849,Ancient,Martin Wallace,Warfrog Games,2.9759,Nothing,Ancient,,,,Area Majority / Influence,Campaign / Battle Card Driven,Rock-Paper-Scissors,Trading,
872,M,2,6,30.0,2000,6.37775,5.76269,608.0,10,Tile Placement,684,Abstract Strategy,Martin Schlegel,ABACUSSPIELE,1.9615,Nothing,Abstract Strategy,,,,Tile Placement,,,,
875,Roads & Boats,1,4,240.0,1999,7.74568,7.02454,2941.0,14,"Grid Movement, Line Drawing, Modular Board, Network and Route Building, Pick-up and Deliver",4074,"City Building, Civilization, Economic, Industry / Manufacturing, Transportation","Jeroen Doumen, Joris Wiersinga",Splotter Spellen,4.1813,Nothing,City Building,Civilization,Economic,Industry / Manufacturing,Grid Movement,Line Drawing,Modular Board,Network and Route Building,Pick-up and Deliver
878,Wyatt Earp,2,4,45.0,2001,6.85206,6.47119,3815.0,8,"Hand Management, Set Collection",5234,"American West, Card Game","Richard Borg, Mike Fitzgerald",alea,1.8438,Nothing,American West,Card Game,,,Hand Management,Set Collection,,,
883,Ivanhoe,2,5,45.0,2000,6.54161,6.07558,1800.0,10,"Auction/Bidding, Hand Management, Set Collection, Take That",2443,"Card Game, Fighting, Medieval","Reiner Knizia, Andy Lewis",Asmodee,1.6094,Nothing,Card Game,Fighting,Medieval,,Auction/Bidding,Hand Management,Set Collection,Take That,
884,Way Out West,3,5,120.0,2000,6.14584,5.71181,669.0,12,"Tile Placement, Worker Placement",1110,American West,Martin Wallace,Warfrog Games,2.6203,Nothing,American West,,,,Tile Placement,Worker Placement,,,
891,Cranium,4,16,60.0,1998,5.68154,5.58242,8179.0,13,"Acting, Line Drawing, Paper-and-Pencil, Roll / Spin and Move, Singing, Team-Based Game",14838,"Party Game, Puzzle, Trivia, Word Game","Whit Alexander, Richard Tait","Cranium, Inc.",1.4331,Nothing,Party Game,Puzzle,Trivia,Word Game,Acting,Line Drawing,Paper-and-Pencil,Roll / Spin and Move,Singing
902,Meuterer,3,4,60.0,2000,6.90065,6.46431,3185.0,12,"Card Drafting, Hand Management, Modular Board, Point to Point Movement",5481,"Card Game, Fighting, Nautical, Pirates",Marcel-André Casasola Merkle,Adlung-Spiele,2.3171,Nothing,Card Game,Fighting,Nautical,Pirates,Card Drafting,Hand Management,Modular Board,Point to Point Movement,
903,Hamsterrolle,2,4,30.0,2000,6.80867,6.27328,2005.0,7,Team-Based Game,1905,Action / Dexterity,Jacques Zeimet,Zoch Verlag,1.0755,Nothing,Action / Dexterity,,,,Team-Based Game,,,,
904,Dream Factory,2,5,60.0,2000,7.06002,6.70835,4943.0,10,"Auction/Bidding, Closed Economy Auction, Set Collection",5229,Movies / TV / Radio theme,Reiner Knizia,Hasbro,2.1122,Nothing,Movies / TV / Radio theme,,,,Auction/Bidding,Closed Economy Auction,Set Collection,,
908,Tally Ho!,2,2,30.0,1973,6.13929,5.89895,2591.0,8,Grid Movement,3774,Animals,Rudi Hoffmann,999 Games,1.4932,Nothing,Animals,,,,Grid Movement,,,,
915,Mystery of the Abbey,3,6,90.0,1995,6.54543,6.35366,7503.0,8,"Area Movement, Dice Rolling, Events, Hand Management, Paper-and-Pencil, Set Collection",9182,"Deduction, Medieval, Murder/Mystery, Religious","Bruno Faidutti, Serge Laget",Days of Wonder,2.2043,Nothing,Deduction,Medieval,Murder/Mystery,Religious,Area Movement,Dice Rolling,Events,Hand Management,Paper-and-Pencil
923,Breakaway Rider,2,6,20.0,1963,6.18243,5.72466,736.0,8,Hand Management,1045,"Card Game, Racing, Sports",Pierre Jacquot,Casper,1.2772,Nothing,Card Game,Racing,Sports,,Hand Management,,,,
925,Werewolf,8,24,60.0,1986,6.55073,6.24883,4238.0,8,"Alliances, Hidden Roles, Negotiation, Player Elimination, Role Playing, Roles with Asymmetric Information, Team-Based Game, Traitor Game, Variable Player Powers, Voting",4160,"Bluffing, Deduction, Horror, Murder/Mystery, Negotiation, Party Game","Dimitry Davidoff, Andrew Plotkin",(Public Domain),1.3925,Nothing,Bluffing,Deduction,Horror,Murder/Mystery,Alliances,Hidden Roles,Negotiation,Player Elimination,Role Playing
929,The Great Dalmuti,4,8,60.0,1995,6.5541,6.31901,6508.0,8,"Hand Management, Ladder Climbing, Trick-taking",10469,"Card Game, Medieval",Richard Garfield,AMIGO,1.3002,Nothing,Card Game,Medieval,,,Hand Management,Ladder Climbing,Trick-taking,,
932,Top Race,2,6,45.0,1996,6.76776,6.09096,1236.0,8,"Auction/Bidding, Betting and Bluffing, Hand Management",1523,Racing,Wolfgang Kramer,Alga,1.7478,Nothing,Racing,,,,Auction/Bidding,Betting and Bluffing,Hand Management,,
935,Australian Rails,2,6,240.0,1994,6.93274,5.84901,501.0,10,"Crayon Rail System, Network and Route Building, Pick-up and Deliver",881,"Economic, Trains, Transportation","Larry Roznai, Loren Roznai",Mayfair Games,2.6471,Nothing,Economic,Trains,Transportation,,Crayon Rail System,Network and Route Building,Pick-up and Deliver,,
936,The Fury of Dracula,2,4,180.0,1987,6.91878,6.10194,1151.0,12,"Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers",1726,"Adventure, Deduction, Fighting, Horror, Novel-based",Stephen Hand,Games Workshop Ltd.,2.5955,Nothing,Adventure,Deduction,Fighting,Horror,Point to Point Movement,Secret Unit Deployment,Team-Based Game,Variable Player Powers,
938,Enchanted Forest,2,6,60.0,1981,5.73515,5.62306,2310.0,6,"Memory, Roll / Spin and Move",4989,"Adventure, Card Game, Children's Game, Deduction, Fantasy, Memory, Movies / TV / Radio theme","Michel Matschoss, Alex Randolph",AS Company,1.2604,Nothing,Adventure,Card Game,Children's Game,Deduction,Memory,Roll / Spin and Move,,,
939,Star Wars: The Queen's Gambit,2,4,120.0,2000,7.55211,6.69447,2045.0,12,"Campaign / Battle Card Driven, Dice Rolling, Simultaneous Action Selection",2422,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Rob Daviau, Alan Roach, Craig Van Ness","Avalon Hill Games, Inc.",2.4923,Nothing,Fighting,Miniatures,Movies / TV / Radio theme,Science Fiction,Campaign / Battle Card Driven,Dice Rolling,Simultaneous Action Selection,,
941,Turbo Taxi,2,4,30.0,2000,6.0589,5.73405,1067.0,8,unknown,1488,"Puzzle, Real-time",Friedemann Friese,Queen Games,1.4706,Nothing,Puzzle,Real-time,,,unknown,,,,
943,Ligretto,2,4,10.0,1988,6.18621,5.91871,3182.0,8,Pattern Building,5768,"Card Game, Real-time",Michael Michaels,ADC Blackfire Entertainment,1.1919,Nothing,Card Game,Real-time,,,Pattern Building,,,,
949,Twixt,2,4,30.0,1962,6.59433,6.14386,2290.0,12,"Connections, Network and Route Building",4759,Abstract Strategy,Alex Randolph,3M,2.3708,Nothing,Abstract Strategy,,,,Connections,Network and Route Building,,,
963,The Gardens of the Alhambra,2,4,60.0,1993,6.14902,5.79792,1251.0,8,"Area Majority / Influence, Tile Placement",1969,Abstract Strategy,Dirk Henn,Queen Games,1.8091,Nothing,Abstract Strategy,,,,Area Majority / Influence,Tile Placement,,,
980,Al Cabohne,1,2,60.0,2000,5.97214,5.70287,1091.0,12,Set Collection,2636,"Card Game, Farming, Mafia",Uwe Rosenberg,999 Games,1.7672,Nothing,Card Game,Farming,Mafia,,Set Collection,,,,
986,Babel,2,2,60.0,2000,6.67777,6.34282,3697.0,12,"Hand Management, Set Collection",6001,"Ancient, Card Game, City Building","Hagen Dorgathen, Uwe Rosenberg",999 Games,2.3977,Nothing,Ancient,Card Game,City Building,,Hand Management,Set Collection,,,
987,Kingmaker,2,7,240.0,1974,6.50945,6.09402,2798.0,12,"Area Movement, Dice Rolling, Movement Points, Simulation, Voting",5302,"Civil War, Medieval, Political, Renaissance, Wargame",Andrew McNeil,Ariel Productions Ltd,3.0693,Nothing,Civil War,Medieval,Political,Renaissance,Area Movement,Dice Rolling,Movement Points,Simulation,Voting
1017,Fresh Fish,2,5,60.0,1997,6.67139,5.96624,898.0,12,Tile Placement,873,City Building,Friedemann Friese,2F-Spiele,3.0455,Nothing,City Building,,,,Tile Placement,,,,
1032,B-17: Queen of the Skies,1,2,20.0,1981,7.03871,6.27694,1860.0,12,"Dice Rolling, Ratio / Combat Results Table, Simulation, Solo / Solitaire Game",3287,"Aviation / Flight, Wargame, World War II","Glen Frank, Bruce Shelley",On Target Games,2.3476,Nothing,Aviation / Flight,Wargame,World War II,,Dice Rolling,Ratio / Combat Results Table,Simulation,Solo / Solitaire Game,
1035,Squad Leader,2,2,60.0,1977,7.49051,6.78437,3032.0,14,"Dice Rolling, Grid Movement, Hexagon Grid, Modular Board, Simulation",5789,"Wargame, World War II",John Hill (I),"Arsenal Publishing, Inc.",4.0421,Nothing,Wargame,World War II,,,Dice Rolling,Grid Movement,Hexagon Grid,Modular Board,Simulation
1036,Speculation,3,6,45.0,1992,6.703,5.91274,729.0,10,"Commodity Speculation, Dice Rolling, Hand Management, Memory, Stock Holding",1059,Economic,Dirk Henn,db-Spiele,2.0,Nothing,Economic,,,,Commodity Speculation,Dice Rolling,Hand Management,Memory,Stock Holding
1037,Deadlands: Doomtown,2,6,45.0,1998,7.25112,6.02095,635.0,10,"Hand Management, Modular Board, Variable Player Powers",913,"American West, Card Game, City Building, Collectible Components, Fantasy, Fighting, Horror",Dave Williams (II),Alderac Entertainment Group,3.0169,Nothing,American West,Card Game,City Building,Collectible Components,Hand Management,Modular Board,Variable Player Powers,,
1038,Tantrix,1,4,30.0,1991,6.33804,5.94188,1803.0,8,"Pattern Building, Tile Placement",3166,"Abstract Strategy, Puzzle",Mike McManaway,(Unknown),2.2222,Nothing,Abstract Strategy,Puzzle,,,Pattern Building,Tile Placement,,,
1041,San Marco,3,4,90.0,2001,7.17841,6.7482,4144.0,10,"Area Majority / Influence, Card Drafting, I Cut, You Choose",4344,"Medieval, Political","Alan R. Moon, Aaron Weissblum",Ravensburger Spieleverlag GmbH,2.6843,Nothing,Medieval,Political,,,Area Majority / Influence,Card Drafting,I Cut,You Choose,
1042,Dragon's Gold,3,6,45.0,2001,6.45016,6.1357,2991.0,12,"Hand Management, Set Collection, Trading",4294,"Card Game, Fantasy, Fighting, Negotiation",Bruno Faidutti,Bard Centrum Gier,1.6906,Nothing,Card Game,Fantasy,Fighting,Negotiation,Hand Management,Set Collection,Trading,,
1044,Gunslinger,2,7,90.0,1982,7.11659,6.12564,973.0,12,"Action Queue, Hexagon Grid, Modular Board, Simulation, Simultaneous Action Selection, Variable Player Powers",1973,"American West, Fighting, Wargame",Richard Hamblen,The Avalon Hill Game Co,3.2773,Nothing,American West,Fighting,Wargame,,Action Queue,Hexagon Grid,Modular Board,Simulation,Simultaneous Action Selection
1070,Shadows in the Forest,2,8,15.0,1985,6.16324,5.70132,726.0,8,"Area Majority / Influence, Cooperative Game, Roll / Spin and Move, Team-Based Game",2134,"Children's Game, Fantasy, Party Game",Walter Kraul,Kraul,1.0952,Nothing,Children's Game,Fantasy,Party Game,,Area Majority / Influence,Cooperative Game,Roll / Spin and Move,Team-Based Game,
1099,Downspin,2,2,30.0,1970,5.50061,5.48962,708.0,7,Memory,1378,"Abstract Strategy, Maze, Memory",(Uncredited),Brio AB,1.15,Nothing,Abstract Strategy,Maze,Memory,,Memory,,,,
1107,Nyet!,2,5,30.0,1997,6.79606,6.27602,2090.0,10,"Hand Management, Trick-taking",3646,"Animals, Card Game",Stefan Dorra,GoKids 玩樂小子,1.9213,Nothing,Animals,Card Game,,,Hand Management,Trick-taking,,,
1111,Taboo,4,10,20.0,1989,6.28473,6.12679,9736.0,12,"Communication Limits, Team-Based Game",16151,"Party Game, Real-time, Word Game",Brian Hersch,Editions ATLAS,1.2236,Nothing,Party Game,Real-time,Word Game,,Communication Limits,Team-Based Game,,,
1117,You're Bluffing!,3,5,45.0,1985,6.59885,6.25221,3450.0,10,"Auction: Turn Order Until Pass, Hand Management, Memory, Set Collection, Simultaneous Action Selection, Trading",5605,"Animals, Bluffing, Card Game, Humor",Rüdiger Koltze,(Self-Published),1.6166,Nothing,Animals,Bluffing,Card Game,Humor,Auction: Turn Order Until Pass,Hand Management,Memory,Set Collection,Simultaneous Action Selection
1125,Big Shot,2,4,30.0,2001,6.61103,5.81017,538.0,10,"Area Majority / Influence, Auction/Bidding, Dice Rolling",778,Economic,Alex Randolph,Ravensburger Spieleverlag GmbH,2.0,Nothing,Economic,,,,Area Majority / Influence,Auction/Bidding,Dice Rolling,,
1126,Car Wars: The Card Game,2,6,60.0,1991,5.45605,5.47166,730.0,10,"Take That, Variable Player Powers",1532,"Card Game, Fighting, Racing, Science Fiction","Creede Lambard, Sharleen Lambard",Steve Jackson Games,1.4167,Nothing,Card Game,Fighting,Racing,Science Fiction,Take That,Variable Player Powers,,,
1143,Warrior Knights,2,6,180.0,1985,6.62558,5.79146,552.0,10,"Area Majority / Influence, Voting",1184,"Fighting, Medieval, Negotiation, Political, Territory Building",Derek Carver,Games Workshop Ltd.,3.2545,Nothing,Fighting,Medieval,Negotiation,Political,Area Majority / Influence,Voting,,,
1144,The Warlock of Firetop Mountain,2,6,120.0,1986,5.87058,5.58945,652.0,10,"Role Playing, Set Collection",1363,"Adventure, Deduction, Exploration, Fantasy, Fighting",Steve Jackson (II),Gallimard,1.8596,Nothing,Adventure,Deduction,Exploration,Fantasy,Role Playing,Set Collection,,,
1149,Dragon Strike,2,6,60.0,1993,6.25161,5.69274,658.0,10,"Dice Rolling, Role Playing, Time Track, Variable Player Powers",1679,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Bruce Nesmith,Borras Plana S.A.,2.3137,Nothing,Adventure,Exploration,Fantasy,Fighting,Dice Rolling,Role Playing,Time Track,Variable Player Powers,
1150,Lionheart,2,2,60.0,1997,5.66348,5.53856,870.0,10,"Action Points, Dice Rolling, Grid Movement",2043,"Medieval, Miniatures","Larry Harris, Jr.",Hasbro,1.7703,Nothing,Medieval,Miniatures,,,Action Points,Dice Rolling,Grid Movement,,
1155,Capitol,2,4,60.0,2001,6.82565,6.16055,1442.0,10,"Area Majority / Influence, Auction/Bidding",1767,"Ancient, City Building","Alan R. Moon, Aaron Weissblum",Schmidt Spiele,2.638,Nothing,Ancient,City Building,,,Area Majority / Influence,Auction/Bidding,,,
1157,Save Doctor Lucky,3,7,30.0,2000,5.85327,5.62868,1134.0,10,"Hand Management, Map Reduction, Take That",2670,"Bluffing, Murder/Mystery",James Ernest,Cheapass Games,1.4946,Nothing,Bluffing,Murder/Mystery,,,Hand Management,Map Reduction,Take That,,
1159,Evo,3,5,120.0,2001,6.87096,6.52022,4316.0,12,"Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling, Hand Management, Turn Order: Stat-Based, Variable Player Powers, Victory Points as a Resource",3855,"Animals, Prehistoric, Science Fiction",Philippe Keyaerts,Eurogames,2.343,Nothing,Animals,Prehistoric,Science Fiction,,Area Majority / Influence,Area Movement,Auction/Bidding,Dice Rolling,Hand Management
1163,"Ciao, Ciao...",2,4,30.0,1997,5.98346,5.61475,512.0,10,"Betting and Bluffing, Dice Rolling",655,"Bluffing, Dice, Horror",Alex Randolph,Drei Hasen in der Abendsonne,1.0789,Nothing,Bluffing,Dice,Horror,,Betting and Bluffing,Dice Rolling,,,
1188,Chaos Marauders,2,4,45.0,1987,5.95647,5.59474,504.0,10,"Set Collection, Tile Placement",854,"Card Game, Fantasy",Stephen Hand,Games Workshop Ltd.,1.3667,Nothing,Card Game,Fantasy,,,Set Collection,Tile Placement,,,
1194,Speed Circuit,2,6,120.0,1971,6.90152,6.07505,1084.0,12,"Action Points, Modular Board, Simultaneous Action Selection",2118,"Racing, Sports","Thomas M. Divoll, John B. Reilly",3M,2.0551,Nothing,Racing,Sports,,,Action Points,Modular Board,Simultaneous Action Selection,,
1197,Blink,2,3,10.0,1995,5.93729,5.71324,1777.0,7,Pattern Recognition,3538,"Action / Dexterity, Card Game, Children's Game, Real-time",Reinhard Staupe,Adlung-Spiele,1.0702,Nothing,Action / Dexterity,Card Game,Children's Game,Real-time,Pattern Recognition,,,,
1198,SET,1,20,30.0,1988,6.48613,6.30613,10206.0,6,"Pattern Recognition, Set Collection",16505,"Card Game, Puzzle, Real-time",Marsha J. Falco,"Set Enterprises, Inc.",1.6873,Nothing,Card Game,Puzzle,Real-time,,Pattern Recognition,Set Collection,,,
1203,Witch Trial,3,7,45.0,2001,6.23727,5.71221,652.0,10,unknown,1262,"Card Game, Negotiation",James Ernest,Cheapass Games,1.6957,Nothing,Card Game,Negotiation,,,unknown,,,,
1206,Venture,2,6,45.0,1969,6.4837,5.82235,685.0,10,Set Collection,1779,"Card Game, Economic",Sid Sackson,3M,1.9697,Nothing,Card Game,Economic,,,Set Collection,,,,
1209,Pax Britannica,4,7,300.0,1985,6.72033,5.882,728.0,12,"Dice Rolling, Point to Point Movement, Simulation, Voting",1445,"Negotiation, Political, Post-Napoleonic, Wargame",Greg Costikyan,Hobby Japan,3.8515,Nothing,Negotiation,Political,Post-Napoleonic,Wargame,Dice Rolling,Point to Point Movement,Simulation,Voting,
1212,Nuclear Proliferation,2,6,30.0,1992,6.54797,5.84707,760.0,10,"Hand Management, Take That, Variable Player Powers",1483,"Card Game, Modern Warfare, Negotiation, Political, Wargame",Douglas Malewicki,"Flying Buffalo, Inc. (FBI)",1.4844,Nothing,Card Game,Modern Warfare,Negotiation,Political,Hand Management,Take That,Variable Player Powers,,
1213,Nuclear Escalation,2,6,30.0,1983,6.58176,5.91627,943.0,10,"Hand Management, Take That",1769,"Card Game, Modern Warfare, Negotiation, Political, Wargame","Douglas Malewicki, Michael Stackpole","Flying Buffalo, Inc. (FBI)",1.6024,Nothing,Card Game,Modern Warfare,Negotiation,Political,Hand Management,Take That,,,
1218,Junior Labyrinth,2,4,15.0,1995,5.69662,5.54703,535.0,5,"Modular Board, Network and Route Building, Pattern Building, Pattern Recognition",1249,"Children's Game, Fantasy, Maze, Racing",Max J. Kobbert,Ravensburger Spieleverlag GmbH,1.2121,Nothing,Children's Game,Fantasy,Maze,Racing,Modular Board,Network and Route Building,Pattern Building,Pattern Recognition,
1219,Labyrinth,2,4,20.0,1986,6.39396,6.22262,9577.0,8,"Map Deformation, Modular Board, Network and Route Building, Point to Point Movement, Tile Placement",17469,"Children's Game, Maze, Puzzle",Max J. Kobbert,Ravensburger Spieleverlag GmbH,1.3752,Nothing,Children's Game,Maze,Puzzle,,Map Deformation,Modular Board,Network and Route Building,Point to Point Movement,Tile Placement
1231,Bausack,2,8,45.0,1987,6.83044,6.45469,3779.0,7,"Auction/Bidding, Stacking and Balancing",4598,"Action / Dexterity, Party Game",Klaus Zoch,Competo / Marektoy,1.2989,Nothing,Action / Dexterity,Party Game,,,Auction/Bidding,Stacking and Balancing,,,
